"職缺內容","公司名稱","產業別","工作內容","地區","薪資","網址"
"資深數據分析師 【ETL數據分析師 】","邁達特數位股份有限公司","電腦軟體服務業","1.數據收集、盤點與管理。
2.數據ETL開發、測試與維護。
3.利用ETL工具或T-SQL或Stored Procedure開發。
4.因應客戶需求進行資料倉儲/資料超市設計與規劃。



","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/7oyn3?jobsource=n_my104_search"")"
"應用系統開發人員(僅限至證基會網站報名應徵)","財團法人中華民國證券櫃檯買賣中心","證券及期貨業","必備資格條件
教育部認可之大學(含)以上資訊相關系所畢業。
具下列資格條件者尤佳
1.具.Net程式設計相關經驗。
2.具網站、Web API開發相關經驗。
3.熟悉SQL資料庫語言撰寫設計。
4.具資訊安全軟體開發專家(CSSLP)證照或雲端服務相關證照。","台北市中正區","月薪40,000元以上","=HYPERLINK(""http:////www.104.com.tw/job/8g4e5?jobsource=hotjob_chr"")"
"項目負責人","川石整合有限公司","其他投資理財相關業","【工作內容】
1. 熟悉系統架構與開發核心功能
2. 掌控整體開發進度
3. 善於與營運方和技術人員之間的溝通
4. 協助制定所有新開發計劃的系統設計和功能規格
5. 參與整體測試規劃
6. 環境參數調教與設計防禦機制

【必要條件】
1. 對德州撲克遊戲規則與玩法要有基本的了解
2. 具備3年遊戲相關經驗
3. 具備程式開發能力(Golang)
4. 具備2年雲端伺服器使用經驗(AWS)","台北市松山區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8gs99?jobsource=hotjob_chr"")"
"資料庫開發工程師","凱衛資訊股份有限公司","電腦系統整合服務業","我們正在尋找資料庫應用開發人員，業務擴展中正在徵求夥伴加入！
專案為【反洗錢專案】，必要時須派駐到金融單位。

《我們在找這樣的夥伴》
【必要條件】
熟悉Oracle或MS SQL或MySQL資料庫應用

【加分條件】
具ETL或Pentaho使","台北市松山區","月薪33,000~45,000元","=HYPERLINK(""http:////www.104.com.tw/job/8dkyp?jobsource=n_my104_search"")"
"【數位驅動】資料科學工程師_數據應用 (數數發中心, DDT)_I00014665","國泰世華商業銀行股份有限公司_人力資源部","銀行業","【主要職責 Who we are looking for】 
負責企業資料倉儲及數據應用平台之建置/開發/管理。 

【主要職責 Who we are looking for】 
負責企業資料倉儲及數據應用平台之建置/開發/管理。 

【職務說明","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8a39r?jobsource=n_my104_search"")"
"策略發展_數據智能人員","O-Bank_王道商業銀行股份有限公司","銀行業","1.執行本行數據治理應用發展策略行動計畫，以數據科技為核心驅動各業務場景轉型升級。
2.協助並促進跨單位數據應用合作，有效運用合作成效發揮數據影響力。
3.協助規劃、整合及打造高效大數據智能平台，持續強化穩定發展之數據工程基石。
4.數據科技平台","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8c88n?jobsource=n_my104_search"")"
"資深 AI 軟體資料工程師 - Senior AI Software Data Engineer","頑碼資訊有限公司","電腦軟體服務業","▋【工作內容】
- 負責開發 RAG 以及 AI Agent 平台等應用，及其他延伸功能開發
- 依照客戶需求運用 AI Agent 平台制定客製化 AI 解決方案以滿足其特定要求
- 執行 AI 專案，協助客戶清洗資料
- 解決客戶 AI 助理","台北市中山區","年薪800,000~900,000元","=HYPERLINK(""http:////www.104.com.tw/job/8fuih?jobsource=n_my104_search"")"
"後端軟體工程師","滾石移動股份有限公司","網際網路相關業","(1)依業務/PM需求開發應用軟體, 維護Qport及CMS系統，並持續優化並增加功能及串接平台服務
(2)管理資料庫/資料倉儲,與數據工程師合作, 搭建大數據資料分析與應用服務
(3)熟悉並掌握 AWS 服務/架構, 應用於 Backend 服","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8a4tl?jobsource=n_my104_search"")"
"Python 資料工程師","特力集團_特力股份有限公司","綜合商品批發代理業","【工作內容】
1. 顧客輪廓分析與分群
    -會員資料的應用與分析
    -會員資料的洞察與歸戶整理
    -會員行銷名單提供
2. 銷售預測
3. 顧客流失預測
4. 進行分析所需之A/B測試及模型預測

【專業能力】
1.","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8g3d3?jobsource=n_my104_search"")"
"資料採集與處理工程師","新加坡商胖迪科技股份有限公司台灣分公司","網際網路相關業","資料集，包括但不限於以下工作內容：
1.⁠ ⁠基於分析、模擬、逆向工程等手段取得網路公開資料；
2.⁠ ⁠透過技術手段提高資料採集的品質和數量；
3.⁠ ⁠參與NLP大模型的資料清洗工作，包括但不限於資料格式轉換，內容抽取等；
4.⁠ ⁠深入了解","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8fvp9?jobsource=n_my104_search"")"
"資深數據分析師 【ETL數據分析師 】","邁達特數位股份有限公司","電腦軟體服務業","1.數據收集、盤點與管理。
2.數據ETL開發、測試與維護。
3.利用ETL工具或T-SQL或Stored Procedure開發。
4.因應客戶需求進行資料倉儲/資料超市設計與規劃。



","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/7oyn3?jobsource=n_my104_search"")"
"大數據ETL工程師","達暉資訊有限公司","電腦系統整合服務業"," °o‧° °o‧° °o‧°

▍必要條件：
※ 具 Python 開發大數據 ETL 流程，二年以上經驗為佳。
※ 具備版本控制及 CI/CD 概念， Git 實際操作經驗。
※ 具備 Hadoop 環境 (CDH、Apache Hadoop)","台北市大安區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8fz8b?jobsource=n_my104_search"")"
"資產管理部-租賃組-資料工程人員（資深規劃師）","國家住宅及都市更新中心","不動產經營業","統開發等）尤佳。

【其他條件】
1.熟悉建構和優化數據架構，具系統架構規劃、資料庫管理維護、資料庫程式設計、資料庫軟體應用等工作技能。
2.思慮邏輯清晰、善於溝通協調與團隊合作。","台北市中山區","月薪67,000元以上","=HYPERLINK(""http:////www.104.com.tw/job/8fip9?jobsource=n_my104_search"")"
"PLSQL ETL工程師","一騰資訊服務股份有限公司","電腦軟體服務業","【職務需求】
1. PLSQL程式能力
2. 具備ETL概念及熟悉SQL語法

【工作內容】
1. 開發文件撰寫
2. 程式開發
3. 主管交付事宜

【在這裡你可以】
● 參與銀行系統專案，踏入金融產業的好跳板，獲得更多銀行微服務業務邏輯的經驗","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/87wai?jobsource=n_my104_search"")"
"資料工程師 Data Engineer","永慶房產集團_永慶房屋仲介股份有限公司","不動產經營業","永慶房產集團為房仲產業龍頭，用科技創新引領創新變革，歡迎IT領域的優秀夥伴加入!

工作內容如下：
1.規劃集團資料流程，達成資料整合綜效。
2.建置企業數據中台，管控集團資料倉儲品質與正確性。
3.與資料分析師協同合作，進行資料分析前處理，提供","台北市大安區","月薪40,000~65,000元","=HYPERLINK(""http:////www.104.com.tw/job/78pf4?jobsource=n_my104_search"")"
"數據專案管理師Data Project Management","統一資訊股份有限公司","電腦系統整合服務業","透過數據工程和分析，打造零售產業數據驅動之新商模。在這份工作你會需要和數據資料科學家、數據工程師、數據分析師溝通協調，找出客戶系統與各類專案最適切的執行方案，並實踐數據運用之落實。歡迎有良好的邏輯與組織統合能力，且對零售產業之數據驅動及數位轉型有","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/85sf2?jobsource=n_my104_search"")"
"資料架構師 Data Architect【聯想感】","股感資訊股份有限公司","網際網路相關業","1. 設計/評估/建構 Database & warehouse，包括數據測試、數據監控、品質管理等方式。
2. 設計/評估/建構 Data Pipeline。
3. 協助/建議 領域專家數據清理，分析手法，結果解讀， 數據視覺化。
4. 資料倉儲","台北市松山區","月薪60,000元以上","=HYPERLINK(""http:////www.104.com.tw/job/8fx8x?jobsource=n_my104_search"")"
"【數位驅動】資料科學工程師_Data (數數發中心，DDT)_I00011494","國泰世華商業銀行股份有限公司_人力資源部","銀行業","1. Hive資料市集設計、開發、管理維護
2. ETL 問題追蹤與管理
3. 資料處理與整合
4. 用資料導向概念提升各類業務，並導入系統以加強各項資料應用
5. 協助資料研究及分析過程中需要的資料處理
6. 導檔排程優化/維運
7. 協助導檔","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/87176?jobsource=n_my104_search"")"
"工程資料處理專員(總公司)","安倉營造股份有限公司","建築工程業","1.行政資料處理與歸檔作業。
2.根據需求，協助編寫Excel巨集、VBA。
3.主管交辦事項。","台北市中山區","月薪50,000~60,000元","=HYPERLINK(""http:////www.104.com.tw/job/8dxar?jobsource=n_my104_search"")"
"LO【數據工程師】","零壹科技股份有限公司_Zero One Tech","電腦系統整合服務業","1. 數據湖、數據中台、資料庫及資料倉儲系統規劃、設計與監控管理
2. 數據來源收集、整理、儲存、分析等數據工作流（Data Ppipeline／ETL）之建置與開發
3. 數據視覺化呈現工具、預測模型、人工智慧（AI）的應用開發
4. 持續學習","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8ddnm?jobsource=n_my104_search"")"
"【資訊板塊】資料科學工程師 (數數發中心,DDT)","國泰世華商業銀行股份有限公司_人力資源部","銀行業","【職務說明 What will you do】
1.數據介接、清洗、處理與數據模型的程式開發
2.網路爬蟲、數據工程 API 程式撰寫
3.與數據分析師合作，進行機器學習、深度學習與統計分析模型的維運化程式開發
4.ETL Pipline 的工具","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/7veyg?jobsource=n_my104_search"")"
"軟體助理工程師","博格科技股份有限公司","電腦軟體服務業","本公司為台灣企業流程軟體領導品牌，擁有上百家成功案例，服務客戶為80%以上之上市櫃公司。因應應用市場的成長，擴大招募銷售服務的團隊，希望有興趣在企業軟體產業發展的伙伴加入。
主要工作內容下:
1.人格特質：反應靈敏機伶、主動積極勤快、高EQ、學習力強、細心
2.在主管帶領下進行軟體協同表單開發撰寫
 (1).前端網頁以Html5、JQuery應用為主。
 (2).後端網頁以MVC、 .Net c#、SQL Server應用為主 。 
3.資訊相關科系畢業、 需有 C# 及 MS SQL 基礎","台北市大安區","月薪32,000~35,000元","=HYPERLINK(""http:////www.104.com.tw/job/54z7k?jobsource=hotjob_chr"")"
"<全端工程師> Node.js 工程師","聯和科創股份有限公司","電腦系統整合服務業","開發electronjs程式，控制USB或PC的硬體裝置

【工作內容】
1. 開發、維護、整合前後端功能
2. 參與專案流程，與其他部門合作討論，並提出解決方案及技術文件撰寫
3. 串接Restful API WebSocket Socket介接前後端
4. 負責Nodejs API設計及功能開發
5. 使用Electronjs開發應用程式
6. 解決客戶端使用上的各種問題
7. 其它主管交辦事項

【必要條件】
1. 具備3-5 年相關工作經驗
2. 熟悉 Nodejs、MongoDB、Redis、Express網站開發等技術
3. 熟悉 RESTful 串接 API 資料
4. 熟悉 Linux系統操作
5. 具備獨立解決問題的能力與團隊合作精神
6. 持續學習和研究前端技術，提升自身能力
7. 熟網路技術的串接配合溝通

【加分條件】
1. 有開發Electronjs應用
2. 熟WebAssembly應用者優先考慮
3. 熟Rust應用者優先考慮","台北市中山區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8bxfq?jobsource=hotjob_chr"")"
"台灣前三大金融集團【數據應用工程師】G19/G50","精英人力資源股份有限公司","人力仲介代徵","台灣前三大金融集團針對【數據應用工程師】積極招募中!
歡迎熱愛金融領域，擁有卓越的溝通技巧與團隊合作精神的你應徵。

工作內容：
1. 負責使用者需求訪談，完成系統可行性分析。
2. 負責數據資訊系統分析與設計，制定系統規格及開發設計作業。包含:","台北市南港區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/83pzy?jobsource=n_my104_search"")"
"【顧問部】資料應用架構設計師、資料整合開發工程師 (SD/PG)-318B","KPMG_安侯建業聯合會計師事務所","會計服務業","1. 參與金融業風險管理相關系統開發
2. 協助進行資料倉儲、資料市集、資料應用模型規劃與建置
3. 協助執行各項金融主題大數據分析與儀表板建置
","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/1x7w9?jobsource=n_my104_search"")"
"1. AI資料工程師(AI網站系統)","易勝資訊股份有限公司","電腦軟體服務業","　
【必要條件】
✔ 精通Python語言，具備實現複雜數據處理和分析的能力
✔ 設計並實現RAG pipeline，將資料檢索與生成模型結合
✔ 負責構建和維護資料檢索系統，優化查詢效率和結果準確性
✔ 使用向量數據庫進行資料存儲和檢索
✔ 熟","台北市松山區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8f6qn?jobsource=n_my104_search"")"
"【數位驅動】中台發展ETL Data工程師 / ETL Data Engineer_I00011673","國泰世華商業銀行股份有限公司_人力資源部","銀行業","作進行數位、數據、核心轉置及Open API等專案之ETL Data及批次作業相關工作，內容包含以下項目：

1.服務資料下檔之ETL批次流程開發
2.資料產製及清除作業運營優化
3.批次作業的研發，如運用容器、開源項目優化等
4.持續研究資料處理","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/87ctk?jobsource=n_my104_search"")"
"數據專案管理師Data Project Management","統一資訊股份有限公司","電腦系統整合服務業","透過數據工程和分析，打造零售產業數據驅動之新商模。在這份工作你會需要和數據資料科學家、數據工程師、數據分析師溝通協調，找出客戶系統與各類專案最適切的執行方案，並實踐數據運用之落實。歡迎有良好的邏輯與組織統合能力，且對零售產業之數據驅動及數位轉型有","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/85sf2?jobsource=n_my104_search"")"
"資料架構師 Data Architect【聯想感】","股感資訊股份有限公司","網際網路相關業","1. 設計/評估/建構 Database & warehouse，包括數據測試、數據監控、品質管理等方式。
2. 設計/評估/建構 Data Pipeline。
3. 協助/建議 領域專家數據清理，分析手法，結果解讀， 數據視覺化。
4. 資料倉儲","台北市松山區","月薪60,000元以上","=HYPERLINK(""http:////www.104.com.tw/job/8fx8x?jobsource=n_my104_search"")"
"工程資料處理專員(總公司)","安倉營造股份有限公司","建築工程業","1.行政資料處理與歸檔作業。
2.根據需求，協助編寫Excel巨集、VBA。
3.主管交辦事項。","台北市中山區","月薪50,000~60,000元","=HYPERLINK(""http:////www.104.com.tw/job/8dxar?jobsource=n_my104_search"")"
"LO【數據工程師】","零壹科技股份有限公司_Zero One Tech","電腦系統整合服務業","1. 數據湖、數據中台、資料庫及資料倉儲系統規劃、設計與監控管理
2. 數據來源收集、整理、儲存、分析等數據工作流（Data Ppipeline／ETL）之建置與開發
3. 數據視覺化呈現工具、預測模型、人工智慧（AI）的應用開發
4. 持續學習","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8ddnm?jobsource=n_my104_search"")"
"【資訊板塊】資料科學工程師 (數數發中心,DDT)","國泰世華商業銀行股份有限公司_人力資源部","銀行業","【職務說明 What will you do】
1.數據介接、清洗、處理與數據模型的程式開發
2.網路爬蟲、數據工程 API 程式撰寫
3.與數據分析師合作，進行機器學習、深度學習與統計分析模型的維運化程式開發
4.ETL Pipline 的工具","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/7veyg?jobsource=n_my104_search"")"
"資訊處-數據工程師","永豐商業銀行股份有限公司","銀行業","1. 資料倉儲及ETL維運營及監控，包含各式問題排解及簡化監控方式
2. 數據平台資料導入的自動化流程設計及開發
3. 建立ETL Server與上下游各系統的串接管道
4. ETL相關SQL撰寫
5. 大數據應用開發測試驗證
6. 系統日常維運","台北市松山區","月薪38,000元以上","=HYPERLINK(""http:////www.104.com.tw/job/87gr6?jobsource=n_my104_search"")"
"資料科學工程師 Data Engineer - 集團徵才 - 數據科技 (數數發中心, DDT)_I00016336","國泰金控_國泰金融控股股份有限公司","金融控股業","比起工作內容，你應該要先認識我們的團隊：
我們是一個正在成長的資料科學團隊，在找有熱情、想接受挑戰、能一起攜手成長前進的夥伴

我們需要這樣的人：
1. 對資料工程領域有興趣 - 想朝這個方向發展，探索資料科學專業
2. 重視團隊合作 - 在團隊","台北市大安區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/88n2b?jobsource=n_my104_search"")"
"數據工程師 (IDS-資料庫技能與維護)","宏燁資訊股份有限公司","電腦系統整合服務業","因剖析、多面向資料源數據報表假設證明。
4. ETL工具使用。
5. 非結構化資料使用(mongoDB)。 
6. 資料庫集成管理軟體學習(NDB)。
7. 有金融相關經驗佳。
8. 正職職位，必要時需於客戶端駐點。","台北市中正區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/86qk3?jobsource=n_my104_search"")"
"雲端應用數據工程師Cloud Application Data Engineer","統一資訊股份有限公司","電腦系統整合服務業","迎對雲端系統、架設大數據平台有極大興趣，且想從零售產業資料開始熟悉雲端數據之人才！ 

【工作內容】 職缺隸屬數據中心Team
1. 負責AWS/GCP雲端環境之數據系統。
2. 熟悉雲端數據平台的ETL Pipeline流程，發展數據的自動化處理","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/85s8z?jobsource=n_my104_search"")"
"[ JAVA  ]  Senior Data Engineer 資料工程師   #Data & AI  #ACT台灣敏捷大賞獎2024","炬識科技股份有限公司","其它軟體及網路相關業"," Streaming Platform 等。
- 有 ETL 或資料分析案之專案經驗。
- 樂於與團隊互動、與客戶合作，並回應變化，願意了解客戶產業的領域知識以開發可用的軟體。
- 認同溝通的雙向性，職務內所需之訊息主動聽取、提出必要問題以正確理解，不依","台北市中山區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/76ixr?jobsource=n_my104_search"")"
"數據分析工程師 Data Analysis Engineer","浩騰媒體股份有限公司","廣告行銷公關業","● 職務內容：
1. 數據處理 - 建立數據倉庫、ETL 工具和流程。
2. 數據連接 - 協助連接內部和外部數據，以及應用程式數據。
3. 系統優化 - 代碼和文檔維護，性能優化。
4. 雲和SaaS平台維護 - 維護雲基礎設施和雲資料庫，並負","台北市中山區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8bdtc?jobsource=n_my104_search"")"
"Data Scientist 數據科學家","美庫爾數據商務顧問股份有限公司","工商顧問服務業"," Redshift、GCP Vertex AI、BigQuery，進行資料處理、模型訓練和優化。
● 跨功能團隊合作 Collaborator: 與數據工程師、分析師和 CRM 專家等跨職能團隊密切合作，從商業需求出發，設計並實施實際可行的技術解決方案。","台北市信義區","年薪700,000~1,000,000元","=HYPERLINK(""http:////www.104.com.tw/job/8bzdr?jobsource=n_my104_search"")"
